m2_price,square,rooms,micro_district,district,floor,floors,Day,Month,Year,building_type,Construction_year,condition,price
856,104,3,6,1,3,12,9,12,2022,1,2018,2,89000
1172,58,2,83,1,2,7,9,12,2022,2,2020,2,68000
1090,67,2,83,5,4,11,9,12,2022,1,2006,2,73000
1027,56,3,5,1,3,4,9,12,2022,2,1970,2,57500
1357,77,4,83,1,8,8,9,12,2022,1,2015,2,104500
1283,46,2,83,5,12,12,9,12,2022,1,2021,2,59000
1484,101,3,83,3,7,9,9,12,2022,1,2019,2,150000
1091,44,2,107,3,4,4,9,12,2022,1,1969,2,48000
1209,43,2,107,1,3,5,9,12,2022,3,1987,2,52000
1318,33,1,8,1,2,5,9,12,2022,3,1980,2,43500
805,42,1,89,5,4,9,8,12,2022,1,1980,1,33800
996,49,2,83,1,2,4,8,12,2022,2,1980,4,48800
1030,84,2,7,1,12,12,8,12,2022,2,2019,1,86500
1508,63,2,6,1,4,8,8,12,2022,2,2022,1,95000
1011,45,2,15,1,4,4,8,12,2022,3,2022,1,45500
1139,72,2,52,1,6,16,8,12,2022,2,2022,1,82000
1348,46,1,69,1,12,12,8,12,2022,2,2019,3,62000
1205,39,1,83,1,4,10,8,12,2022,2,2021,1,47000
818,44,1,83,5,4,9,8,12,2022,3,2022,1,36000
800,45,1,13,5,4,9,8,12,2022,3,2022,1,36000
1287,47,1,67,1,10,12,8,12,2022,2,2022,3,60500
1068,62,3,10,5,1,5,8,12,2022,1,1989,2,66200
1502,63,1,29,1,4,8,8,12,2022,2,2022,1,95000
1022,58,3,8,1,1,4,8,12,2022,3,2022,3,59300
1031,48,2,83,1,4,4,8,12,2022,3,2022,6,49500
1006,88,3,83,1,6,10,8,12,2022,2,2016,6,88500
690,108,3,83,5,11,12,8,12,2022,2,2023,6,74500
771,48,1,84,1,8,12,8,12,2022,2,2021,6,37000
840,122,4,105,1,12,14,8,12,2022,2,2022,1,102480
750,105,3,122,1,12,14,8,12,2022,2,2022,1,78750
760,101,3,122,3,11,15,8,12,2022,2,2022,1,76800
1046,76,2,83,3,5,12,8,12,2022,2,2020,2,79500
1330,132,3,24,1,12,15,8,12,2022,2,2022,1,175560
1280,50,2,124,1,4,5,8,12,2022,3,2022,2,64000
974,58,3,39,1,4,4,8,12,2022,3,2022,6,56500
1000,118,3,83,1,10,10,8,12,2022,2,2018,6,118000
724,38,1,122,1,7,10,8,12,2022,2,2018,6,27500
821,42,1,10,1,12,14,8,12,2022,1,2023,1,34500
702,48,1,83,4,11,16,8,12,2022,1,2023,1,33700
1144,90,3,6,1,7,10,8,12,2022,1,2015,2,103000
1089,56,2,104,4,7,9,8,12,2022,3,2015,2,61000
1089,56,2,119,4,7,9,8,12,2022,3,2015,2,61000
964,166,4,83,1,3,13,8,12,2022,2,2022,1,160000
1161,62,3,8,4,5,9,8,12,2022,3,1989,2,72000
736,125,3,33,4,2,7,8,12,2022,1,1989,3,92000
793,87,2,8,5,9,9,8,12,2022,3,1989,3,69000
1663,98,3,83,1,7,9,8,12,2022,2,1989,3,163000
998,62,2,83,4,7,9,8,12,2022,3,1989,3,61900
938,64,3,83,1,9,9,8,12,2022,3,1989,2,60000
1750,116,3,65,1,9,15,8,12,2022,2,2020,1,203000
1033,48,2,83,1,2,4,8,12,2022,2,2020,1,49600
1103,78,2,120,3,8,10,8,12,2022,1,2020,2,86000
1024,42,2,83,1,1,3,8,12,2022,1,2020,2,43000
1522,46,1,97,1,4,14,8,12,2022,2,2019,3,70000
1000,58,3,122,1,4,4,8,12,2022,3,2019,3,58000
850,121,3,4,3,11,16,8,12,2022,2,2018,1,102850
1240,48,1,83,1,10,12,8,12,2022,2,2022,3,59500
1218,39,1,16,1,4,8,8,12,2022,2,2021,1,47500
1151,86,3,83,1,3,8,8,12,2022,2,2021,1,99000
750,97,3,109,1,14,14,8,12,2022,2,2022,2,72465
750,86,3,7,5,15,15,8,12,2022,2,2022,2,64538
990,48,1,83,1,8,9,8,12,2022,2,2022,3,47500
936,55,3,89,5,4,4,8,12,2022,1,2022,3,51500
1000,84,2,83,1,11,12,8,12,2022,2,2021,3,84000
1018,110,3,10,3,3,9,8,12,2022,2,2017,3,112000
952,62,3,83,4,1,5,8,12,2022,3,2017,2,59000
1140,52,2,67,1,8,9,8,12,2022,3,2017,2,59300
1160,47,1,83,1,11,16,8,12,2022,2,2022,2,54500
1091,55,2,122,5,2,2,8,12,2022,1,2022,3,60000
787,54,1,83,1,11,14,8,12,2022,1,2022,3,42500
1107,42,2,75,4,4,4,8,12,2022,1,2022,3,46500
1008,64,3,33,1,3,4,8,12,2022,3,2022,3,64500
955,77,2,105,1,9,12,8,12,2022,2,2019,1,73500
1213,37,1,16,5,3,5,8,12,2022,1,2019,2,44500
964,166,4,107,1,4,13,8,12,2022,2,2022,1,160000
979,141,3,83,1,10,11,8,12,2022,1,2014,3,138000
1215,72,2,29,1,11,12,8,12,2022,2,2020,3,87500
1155,55,2,121,3,6,9,8,12,2022,2,2018,3,63500
753,75,2,83,1,7,14,8,12,2022,1,2022,1,56500
1000,62,3,83,4,5,5,8,12,2022,3,2022,4,62000
1515,46,1,4,1,4,14,8,12,2022,2,2019,3,69700
870,50,1,83,1,8,10,8,12,2022,3,2021,3,43500
1200,141,4,52,3,10,16,8,12,2022,2,2018,1,169200
1144,90,3,75,1,7,10,8,12,2022,2,2018,2,103000
1216,51,2,92,5,2,10,8,12,2022,2,2018,3,62000
1010,198,4,83,5,4,5,8,12,2022,1,2018,1,200000
2705,112,3,60,1,7,8,8,12,2022,2,2020,3,303000
759,54,2,4,1,2,10,8,12,2022,2,2023,1,41000
1077,52,2,83,4,2,3,8,12,2022,1,2023,2,56000
1215,72,2,83,1,11,12,8,12,2022,2,2023,3,87500
794,54,1,83,1,11,14,8,12,2022,1,2023,3,43000
1125,80,4,83,1,4,9,8,12,2022,3,2023,3,90000
1160,81,2,68,1,3,12,8,12,2022,2,2019,3,94000
1192,39,1,128,5,12,13,8,12,2022,1,2019,3,46500
550,68,2,83,1,10,10,8,12,2022,2,2019,1,37620
706,68,2,130,4,11,12,8,12,2022,2,2023,1,48000
1215,72,2,124,1,11,12,8,12,2022,2,2023,3,87500
1140,50,1,36,3,3,10,8,12,2022,2,2023,3,57000
943,87,3,105,1,9,9,8,12,2022,3,2023,2,82000
902,122,5,83,1,9,10,8,12,2022,2,2021,1,110000
1000,54,1,5,1,4,14,8,12,2022,2,2021,1,54000
1160,47,1,65,1,11,16,8,12,2022,2,2022,1,54500
1104,72,2,13,1,6,16,8,12,2022,2,2022,1,79500
971,85,2,83,1,11,12,8,12,2022,2,2021,2,82500
850,133,5,83,5,2,6,8,12,2022,1,2023,1,113050
806,36,1,8,1,12,13,8,12,2022,2,2022,1,29000
1047,64,3,83,4,6,9,8,12,2022,3,2022,2,67000
712,73,3,83,4,3,3,8,12,2022,1,1961,6,52000
755,102,3,24,3,4,16,8,12,2022,2,2022,1,77000
1044,45,1,83,1,7,10,8,12,2022,1,2022,2,47000
806,36,1,107,1,3,12,8,12,2022,2,2022,2,29000
1022,45,2,97,1,4,4,8,12,2022,3,2022,2,46000
694,134,3,83,5,6,11,8,12,2022,1,2022,3,93000
1032,63,3,8,3,6,9,8,12,2022,3,2022,4,65000
1522,46,1,83,1,4,14,8,12,2022,2,2019,3,70000
840,113,3,49,1,4,12,8,12,2022,2,2021,3,94920
1000,58,3,76,1,4,4,8,12,2022,2,2021,6,58000
840,68,3,83,1,3,10,8,12,2022,2,2021,1,57532
840,68,3,83,1,3,10,8,12,2022,2,2021,1,57532
927,48,2,83,4,5,5,8,12,2022,3,1989,2,44500
1425,40,1,37,1,11,12,8,12,2022,2,2017,3,57000
800,45,1,26,5,4,9,8,12,2022,3,2017,1,36000
1396,111,3,114,3,11,16,8,12,2022,2,2017,3,155000
968,31,1,37,1,10,10,8,12,2022,2,2017,3,30000
1056,62,3,83,1,9,9,8,12,2022,3,2017,4,65500
913,69,2,83,1,11,14,8,12,2022,2,2020,1,63000
680,89,3,83,5,11,14,8,12,2022,2,2021,1,60500
904,57,2,7,1,2,9,8,12,2022,3,2021,4,51500
780,131,3,109,1,10,14,8,12,2022,2,2022,4,102180
1000,54,1,75,1,4,14,8,12,2022,2,2020,1,54000
1479,47,1,83,1,4,14,8,12,2022,2,2019,3,69500
1074,42,1,114,4,9,9,8,12,2022,3,2019,2,45000
1121,58,2,83,1,9,13,8,12,2022,2,2019,3,65000
850,90,3,83,1,2,9,8,12,2022,3,2019,2,76500
1060,42,1,67,4,9,9,8,12,2022,3,2019,2,44500
1240,59,1,83,1,8,14,8,12,2022,2,2022,1,72590
887,62,2,83,1,5,14,8,12,2022,2,2022,1,55000
895,76,2,90,1,11,12,8,12,2022,2,2021,1,68000
1060,58,3,83,1,3,4,8,12,2022,3,1999,3,61501
1107,42,2,71,4,4,4,8,12,2022,1,1999,2,46500
1214,35,2,83,1,7,12,8,12,2022,2,2020,3,42500
1160,81,2,105,1,3,12,8,12,2022,2,2019,2,94000
1024,42,1,83,1,9,9,8,12,2022,2,2020,2,43000
1050,89,2,51,1,8,12,8,12,2022,2,2020,1,93450
1240,59,1,83,1,7,14,8,12,2022,2,2022,1,72590
1191,47,1,107,3,5,12,8,12,2022,2,2020,3,56000
780,70,2,83,1,6,14,8,12,2022,1,2022,1,54600
1096,73,2,8,1,6,16,8,12,2022,2,2022,1,80000
880,76,2,45,3,5,10,8,12,2022,1,2022,1,67153
1240,78,2,83,1,5,14,8,12,2022,2,2022,1,96720
1198,167,4,38,4,10,13,8,12,2022,2,2017,3,200000
937,111,4,59,1,5,10,8,12,2022,2,2017,3,104000
1043,46,1,14,1,7,10,8,12,2022,1,2012,2,48000
1000,84,2,52,1,11,12,8,12,2022,2,2021,2,84000
1158,60,3,88,5,5,10,8,12,2022,1,2021,2,69500
1280,77,2,107,1,5,14,8,12,2022,2,2022,1,98560
822,45,1,15,5,8,9,8,12,2022,3,2022,1,37000
1304,46,2,75,1,6,12,8,12,2022,2,2017,2,60000
717,46,1,35,1,6,15,8,12,2022,2,2024,5,33000
714,37,1,33,5,12,13,8,12,2022,2,2024,5,26400
2699,113,3,4,1,7,8,8,12,2022,2,2020,3,305000
980,102,3,51,4,7,9,8,12,2022,1,2020,2,100000
1208,96,3,83,3,9,9,8,12,2022,2,2020,2,116000
1389,113,3,83,1,1,4,8,12,2022,1,2020,3,157000
1200,39,1,83,5,12,13,8,12,2022,1,2020,2,46800
1355,107,3,29,5,7,8,8,12,2022,1,2015,2,145000
707,70,2,7,5,7,9,8,12,2022,3,2022,1,49500
964,166,4,33,1,4,8,8,12,2022,2,2017,1,160000
884,45,1,83,1,2,9,8,12,2022,3,2014,2,39800
942,86,2,75,3,9,9,8,12,2022,3,1999,2,81000
909,121,3,69,3,11,16,8,12,2022,2,2018,1,110000
1226,53,2,83,1,6,9,8,12,2022,3,2018,2,65000
1020,99,3,75,5,3,10,8,12,2022,2,2014,2,101000
1045,67,2,114,1,10,11,8,12,2022,1,2014,2,70000
1810,105,3,83,1,4,11,8,12,2022,2,2017,6,190000
1215,72,2,15,1,11,12,8,12,2022,2,2020,3,87500
881,63,2,83,1,7,12,8,12,2022,3,2020,1,55500
1112,58,3,83,1,3,4,8,12,2022,3,2020,2,64500
1025,80,2,8,3,9,16,8,12,2022,2,2018,1,82000
1810,105,3,83,1,4,8,8,12,2022,2,2018,1,190000
977,44,1,83,1,7,9,8,12,2022,3,2020,2,43000
922,54,2,36,1,5,10,8,12,2022,2,2022,3,49800
1479,47,1,11,1,4,14,8,12,2022,2,2019,3,69500
1102,84,3,8,1,8,9,8,12,2022,2,2020,3,93000
677,41,1,121,1,7,9,8,12,2022,2,2022,1,28000
902,122,5,67,1,9,10,8,12,2022,2,2021,1,110000
665,42,1,67,1,5,14,8,12,2022,2,2024,1,28000
1515,46,1,55,1,4,14,8,12,2022,2,2019,1,69700
1515,46,1,24,1,4,14,8,12,2022,2,2019,3,69700
1278,47,1,17,1,10,12,8,12,2022,2,2022,3,60500
1550,63,1,105,1,6,8,8,12,2022,2,2022,1,98000
1556,63,1,37,1,6,8,8,12,2022,2,2022,1,98000
750,102,3,83,3,5,16,8,12,2022,2,2022,1,76500
1238,42,2,51,1,3,4,8,12,2022,1,2022,1,52000
1287,47,1,46,1,10,12,8,12,2022,2,2022,3,60500
1290,73,2,29,4,10,19,8,12,2022,2,2018,3,94170
1155,55,2,121,3,6,9,8,12,2022,2,2018,3,63500
868,41,1,83,3,14,14,8,12,2022,2,2018,1,35500
775,200,4,83,4,9,9,8,12,2022,1,1999,2,155000
1200,35,1,63,4,2,9,8,12,2022,3,1980,3,42000
1339,112,3,75,5,6,12,8,12,2022,2,2019,1,150000
1054,46,1,53,1,7,10,8,12,2022,1,2019,1,48500
1164,76,2,17,4,8,10,8,12,2022,1,2017,3,88500
877,122,5,13,1,2,10,8,12,2022,2,2021,1,107000
1154,65,3,75,5,8,9,8,12,2022,3,2021,2,75000
784,116,2,83,3,4,9,8,12,2022,1,2021,3,91000
570,64,2,75,1,10,10,8,12,2022,2,2021,1,36708
1279,52,2,8,4,3,8,8,12,2022,2,2021,1,66500
790,69,2,83,1,6,14,8,12,2022,1,2021,1,54500
1056,98,3,7,1,7,9,8,12,2022,2,2022,3,103500
710,62,2,67,4,1,3,8,12,2022,1,2013,3,44000
1126,84,3,29,1,8,9,8,12,2022,2,2013,3,95000
1109,64,3,83,5,3,9,8,12,2022,3,2013,2,71000
786,70,2,83,5,3,9,8,12,2022,3,2013,2,55000
756,98,3,89,3,12,15,8,12,2022,2,2022,2,74000
789,90,3,113,1,11,12,8,12,2022,2,2021,2,70700
1000,85,3,109,1,4,9,8,12,2022,2,2022,2,85000
882,68,2,83,1,5,9,8,12,2022,3,2022,3,60000
1273,66,2,83,1,12,12,8,12,2022,2,2022,3,84000
732,107,3,83,1,11,12,8,12,2022,2,2021,3,78500
1026,58,2,83,1,4,4,8,12,2022,3,2021,2,59500
1160,50,1,67,3,2,12,8,12,2022,2,2020,2,58000
802,53,2,83,1,10,10,8,12,2022,2,2022,2,42500
950,65,2,4,1,3,14,8,12,2022,3,2022,2,61778
950,58,2,87,1,2,14,8,12,2022,3,2022,2,55414
1309,34,1,33,5,3,5,8,12,2022,1,1988,2,44500
1023,44,1,29,1,4,9,8,12,2022,3,1988,2,45000
762,42,1,36,4,1,10,8,12,2022,2,1988,1,32000
750,78,2,10,1,14,14,8,12,2022,1,2022,1,58200
861,44,1,83,1,5,14,8,12,2022,1,2022,1,37500
1174,86,3,13,1,3,10,8,12,2022,2,2023,1,101000
811,144,3,83,1,2,12,8,12,2022,2,2020,1,117000
1089,90,3,83,3,3,10,8,12,2022,1,2022,1,98000
1558,63,2,34,1,4,8,8,12,2022,1,2022,1,98500
1264,60,2,54,1,7,10,8,12,2022,2,2021,1,76000
985,66,3,14,5,2,5,8,12,2022,1,1968,1,64500
1481,86,2,121,3,9,14,8,12,2022,1,2020,1,128000
1113,62,3,7,1,2,9,8,12,2022,3,1968,1,69000
1237,144,4,113,3,8,14,8,12,2022,2,2022,1,178000
915,72,2,81,1,2,12,8,12,2022,2,2015,1,66000
1261,69,2,86,1,5,9,7,12,2022,2,2015,2,87000
951,51,1,67,3,7,14,7,12,2022,2,2022,1,48500
1680,97,3,100,1,5,9,7,12,2022,2,2019,1,163000
1437,87,3,75,1,4,10,7,12,2022,2,2018,2,125000
1129,62,3,10,5,3,9,7,12,2022,3,2018,2,70000
715,123,4,8,5,3,12,7,12,2022,1,2020,1,88000
917,30,1,14,1,10,12,7,12,2022,1,2020,1,27500
1300,112,3,10,4,13,19,7,12,2022,2,2022,1,145600
1101,79,2,8,1,8,12,7,12,2022,1,2021,3,87000
1147,34,1,83,1,6,9,7,12,2022,3,2021,3,39000
847,36,1,83,3,3,3,7,12,2022,3,1979,2,30500
1220,50,2,7,1,6,9,7,12,2022,1,1987,2,61000
1160,50,1,83,3,2,12,7,12,2022,2,1987,3,58000
912,57,3,83,3,1,4,7,12,2022,1,1987,2,52000
881,63,2,89,1,7,12,7,12,2022,1,1987,1,55500
1209,55,2,8,1,3,10,7,12,2022,2,2013,2,66500
1155,58,3,67,1,1,4,7,12,2022,3,2013,2,67000
1030,67,2,29,1,10,10,7,12,2022,2,2013,3,69000
1266,47,1,52,1,2,10,7,12,2022,2,2015,3,59500
1034,58,2,14,1,3,12,7,12,2022,2,2022,1,60000
750,109,3,17,1,3,14,7,12,2022,1,2022,1,81750
873,63,2,11,1,7,14,7,12,2022,2,2022,1,55000
1022,58,3,67,1,1,4,7,12,2022,3,2022,3,59300
1094,48,1,71,1,7,10,7,12,2022,1,2022,3,52500
736,122,4,33,1,3,9,7,12,2022,2,2021,3,89800
1034,58,3,83,5,4,5,7,12,2022,2,2021,3,60000
1025,59,2,83,1,3,12,7,12,2022,2,2022,1,60500
1164,55,2,52,3,6,9,7,12,2022,2,2018,1,64000
802,53,2,83,1,10,10,7,12,2022,2,2022,1,42500
1049,81,3,37,5,9,10,7,12,2022,1,2022,1,85000
1030,67,2,71,1,10,10,7,12,2022,2,2022,1,69000
1339,112,3,28,5,6,12,7,12,2022,1,2022,1,150000
1086,58,3,114,1,3,4,7,12,2022,3,2022,1,63000
875,112,3,33,3,9,14,7,12,2022,2,2020,3,98000
1198,167,4,83,4,10,13,7,12,2022,2,2017,3,200000
1069,58,3,75,3,3,4,7,12,2022,1,2017,3,62000
725,51,1,116,1,5,12,7,12,2022,2,2024,1,37000
745,96,4,7,1,9,12,7,12,2022,2,2022,1,71500
1136,81,2,83,5,7,10,7,12,2022,1,2022,1,92000
900,30,1,52,1,10,12,7,12,2022,2,2022,1,27000
1060,42,1,60,4,9,9,7,12,2022,3,2022,1,44500
1140,50,2,83,4,1,5,7,12,2022,1,1999,2,57000
738,63,3,37,5,4,4,7,12,2022,1,1999,2,46500
925,80,3,13,1,7,9,7,12,2022,3,1999,4,74000
1069,58,3,17,3,3,4,7,12,2022,1,1999,4,62000
725,51,1,36,1,5,12,7,12,2022,2,2024,1,37000
591,66,2,52,1,9,10,7,12,2022,2,2024,1,39300
675,63,2,83,4,2,7,7,12,2022,1,2024,1,42500
1031,64,3,83,1,3,4,7,12,2022,3,2024,1,66000
1113,106,3,46,1,10,10,7,12,2022,2,2018,1,118000
1312,80,2,7,5,5,9,7,12,2022,1,2019,3,105000
982,112,3,89,3,3,10,7,12,2022,1,2019,3,110000
1000,85,3,65,1,4,9,7,12,2022,2,2022,3,85000
1094,32,1,96,4,6,12,7,12,2022,2,1970,2,35000
951,51,2,67,3,7,15,7,12,2022,2,2022,1,48500
800,45,1,90,5,4,9,7,12,2022,3,2022,1,36000
1545,55,1,83,3,10,14,7,12,2022,2,2021,1,85000
708,53,1,83,5,6,12,7,12,2022,2,2022,1,37500
745,96,4,49,1,9,12,7,12,2022,2,2022,1,71500
899,30,1,83,1,10,12,7,12,2022,2,2022,1,27000
1204,162,4,90,3,8,12,7,12,2022,2,2017,3,195000
945,64,3,4,1,1,4,7,12,2022,3,2017,2,60500
935,62,3,113,5,4,5,7,12,2022,3,2017,2,58000
1030,50,2,34,5,10,12,7,12,2022,2,2018,4,51500
988,86,2,90,1,10,10,7,12,2022,2,2015,2,85000
1075,65,2,90,3,7,10,7,12,2022,2,2022,3,69900
864,110,4,83,3,9,9,7,12,2022,1,2022,3,95000
755,95,3,8,1,14,14,7,12,2022,2,2022,3,71715
800,162,3,6,1,4,16,7,12,2022,2,2022,1,129600
821,42,1,39,5,12,14,7,12,2022,2,2021,1,34500
974,39,1,36,1,6,12,7,12,2022,2,2022,1,38000
880,103,3,11,3,6,10,7,12,2022,1,2022,1,90939
846,65,3,46,1,-1,9,7,12,2022,3,2022,2,55000
988,80,3,7,1,8,9,7,12,2022,3,2022,2,79000
1040,62,2,83,5,12,16,7,12,2022,2,2022,3,64500
890,76,2,83,3,7,10,7,12,2022,1,2022,1,67640
890,63,2,83,3,5,10,7,12,2022,1,2022,1,56248
833,36,1,75,1,10,10,7,12,2022,2,2022,1,30000
1121,58,3,10,1,1,4,7,12,2022,3,2022,3,65000
1052,58,3,89,1,1,4,7,12,2022,3,2022,3,61000
654,65,2,18,5,10,10,7,12,2022,2,2023,5,42530
1800,92,2,43,3,7,16,7,12,2022,2,2020,3,165600
1238,42,2,5,1,3,5,7,12,2022,3,2020,2,52000
1204,162,4,83,3,8,12,7,12,2022,2,2017,3,195000
1048,52,1,10,1,8,10,7,12,2022,1,2017,3,54500
780,131,3,83,1,10,14,7,12,2022,2,2022,3,102461
1113,106,3,7,1,10,10,7,12,2022,2,2018,3,118000
783,65,2,52,1,6,16,7,12,2022,2,2022,5,51200
968,47,1,5,1,11,13,7,12,2022,1,2022,3,45500
1062,80,3,51,1,2,9,7,12,2022,3,2022,3,85000
805,210,4,71,5,7,9,7,12,2022,1,2010,2,169000
839,137,4,82,3,12,14,7,12,2022,2,2021,2,115000
950,50,2,67,4,4,4,7,12,2022,1,2021,2,47500
1056,45,2,76,1,2,4,7,12,2022,3,2021,2,47500
878,76,2,10,1,11,12,7,12,2022,2,2021,2,66700
1121,66,2,75,1,11,13,7,12,2022,1,2021,3,74000
780,82,2,59,1,8,14,7,12,2022,2,2022,3,63960
1186,43,2,26,1,4,4,7,12,2022,3,2022,4,51000
943,87,3,83,5,8,13,7,12,2022,1,2013,2,82000
650,40,1,52,1,4,10,7,12,2022,1,2022,1,26000
1154,65,3,29,5,8,9,7,12,2022,3,2022,2,75000
652,87,3,76,4,5,10,7,12,2022,1,2022,2,56700
417,90,4,83,5,2,3,7,12,2022,1,2022,6,37500
904,83,3,52,3,1,5,7,12,2022,1,2022,3,75000
1037,54,1,83,1,3,9,7,12,2022,3,2021,2,56000
1121,66,2,83,1,11,13,7,12,2022,1,2019,2,74000
1068,37,1,83,1,7,10,7,12,2022,2,2022,2,39500
1000,16,1,6,3,4,4,7,12,2022,1,1989,6,16000
1121,58,1,24,1,9,13,7,12,2022,2,2021,3,65000
870,180,4,15,1,7,14,7,12,2022,2,2020,3,156600
1106,66,2,72,5,11,14,7,12,2022,1,2020,2,73000
605,62,2,78,1,3,10,7,12,2022,1,2022,5,37500
1171,35,1,107,1,7,12,7,12,2022,1,2022,3,41000
942,77,2,113,1,9,12,7,12,2022,2,2019,1,72500
1094,96,3,30,5,3,13,7,12,2022,2,2020,1,105000
938,112,3,54,1,4,14,7,12,2022,2,2022,1,105000
1881,101,3,106,1,4,11,7,12,2022,2,2022,3,190000
730,64,2,4,1,13,14,7,12,2022,2,2022,3,46700
1045,44,2,24,1,3,4,7,12,2022,3,2022,6,46000
811,45,2,52,4,3,4,7,12,2022,1,1989,2,36500
1157,54,2,4,1,8,10,7,12,2022,1,1989,3,62500
761,44,1,51,3,3,3,7,12,2022,3,1989,3,33500
1086,58,2,119,4,7,9,7,12,2022,3,1999,2,63000
800,45,1,0,5,4,9,7,12,2022,3,2022,1,36000
825,53,2,4,1,8,10,7,12,2022,2,2022,1,43700
1238,42,1,64,5,8,9,7,12,2022,2,2022,1,52000
1035,74,2,59,5,6,9,7,12,2022,2,2021,3,77000
828,87,2,17,5,9,9,7,12,2022,3,2021,3,72000
715,70,2,24,1,12,12,7,12,2022,2,2021,3,50020
840,50,2,83,4,5,5,7,12,2022,3,2021,4,42000
1176,74,2,67,5,2,10,7,12,2022,2,2020,3,87000
943,87,3,75,1,9,9,7,12,2022,3,2020,2,82000
1161,62,2,49,5,8,9,7,12,2022,3,2020,2,72000
1012,42,2,83,1,1,3,7,12,2022,1,2020,2,42500
938,112,3,15,1,4,14,7,12,2022,2,2021,3,105000
1154,52,2,52,1,8,9,7,12,2022,3,2021,3,60000
1412,51,2,75,3,8,12,7,12,2022,2,2017,1,72000
1125,40,2,4,3,1,4,7,12,2022,1,2017,2,45000
1339,112,3,89,5,6,12,7,12,2022,1,2017,2,150000
1250,34,1,83,4,3,5,7,12,2022,3,2017,3,42500
784,74,2,29,1,8,9,7,12,2022,2,2022,1,58000
1155,55,2,67,3,6,9,7,12,2022,2,2018,3,63500
600,80,4,100,1,9,10,7,12,2022,2,2018,1,47800
808,41,1,49,5,12,14,7,12,2022,2,2021,1,33500
1066,98,3,75,1,7,9,7,12,2022,2,2022,3,104500
931,58,3,83,1,7,7,7,12,2022,2,2020,3,54000
1067,67,2,18,5,11,14,7,12,2022,2,2017,3,71500
600,68,2,83,1,9,10,7,12,2022,2,2017,1,41040
954,87,3,83,1,9,9,7,12,2022,3,2016,3,83000
1000,58,3,113,5,4,5,7,12,2022,2,2016,3,58000
1026,77,2,83,1,1,9,7,12,2022,2,2022,3,79000
1260,48,2,17,1,5,5,7,12,2022,3,2022,2,60500
780,65,2,15,3,3,16,7,12,2022,2,2022,1,50700
1250,30,1,83,3,3,3,7,12,2022,1,2022,2,37500
1224,147,3,29,5,7,18,7,12,2022,2,2014,3,180000
599,68,2,15,1,10,10,7,12,2022,2,2021,1,41000
730,154,4,29,1,12,14,7,12,2022,2,2022,1,112420
1212,52,2,83,3,7,9,7,12,2022,3,2022,2,63000
780,107,3,67,1,3,14,7,12,2022,2,2022,2,83460
781,83,2,29,1,8,14,7,12,2022,2,2022,2,64800
981,53,2,8,1,5,10,7,12,2022,1,2022,3,52000
857,42,1,83,1,12,14,7,12,2022,2,2022,3,36000
900,45,1,8,5,1,9,7,12,2022,3,2022,3,40500
1154,68,2,83,1,7,10,7,12,2022,2,2016,2,78500
987,39,1,24,1,7,10,7,12,2022,2,2016,1,38500
1051,78,2,83,1,9,10,7,12,2022,1,2012,4,82000
1100,30,1,75,1,6,8,7,12,2022,1,2016,2,33000
600,63,1,75,1,10,10,7,12,2022,2,2021,1,37500
780,83,3,12,1,8,14,7,12,2022,1,2022,1,64740
1185,53,2,30,3,6,9,7,12,2022,1,2019,3,62800
891,193,4,75,1,10,11,7,12,2022,1,2012,4,172000
681,69,2,49,1,4,12,7,12,2022,2,2023,1,47000
852,42,1,37,1,12,14,7,12,2022,2,2022,1,36000
681,69,2,1,1,4,12,7,12,2022,2,2023,1,47000
933,30,1,83,1,10,12,7,12,2022,2,2022,1,28000
1186,35,1,29,4,7,9,7,12,2022,3,2000,3,41500
800,65,2,122,1,4,11,7,12,2022,1,2000,5,52000
882,68,2,109,1,5,9,7,12,2022,3,2000,5,60000
1153,36,1,49,1,7,12,7,12,2022,2,2020,3,41500
1096,47,2,83,1,2,4,7,12,2022,3,2020,2,51500
854,65,2,7,5,10,12,7,12,2022,3,2020,2,55500
1052,54,1,29,1,3,9,7,12,2022,1,2020,3,56800
832,41,1,75,5,12,14,7,12,2022,2,2021,3,34500
1167,33,1,1,4,7,9,7,12,2022,3,2021,2,38500
1125,68,3,83,3,6,9,7,12,2022,3,2021,2,76500
974,39,1,83,1,6,12,7,12,2022,2,2022,2,38000
596,104,4,37,1,4,10,7,12,2022,2,2022,1,62000
1072,50,2,34,4,5,5,7,12,2022,3,2022,1,53600
1107,42,2,36,4,4,4,7,12,2022,1,2022,3,46500
810,42,1,26,5,14,14,7,12,2022,2,2021,3,34000
1090,67,2,49,1,10,10,7,12,2022,2,2021,3,73000
1021,47,2,52,1,4,4,7,12,2022,1,2021,2,48000
1090,67,2,49,1,10,10,7,12,2022,2,2021,3,73000
600,68,2,4,1,5,10,7,12,2022,2,2021,1,40800
1167,48,2,37,3,5,5,7,12,2022,3,1980,4,56000
736,122,4,52,1,3,9,7,12,2022,2,2021,4,89800
1000,48,1,97,1,8,9,7,12,2022,2,2022,3,48000
941,34,1,75,4,9,9,7,12,2022,3,2022,7,32000
1179,39,1,52,5,12,12,7,12,2022,2,2022,3,46000
733,90,2,67,3,6,16,7,12,2022,2,2022,1,66000
918,49,2,83,1,3,12,7,12,2022,2,2022,1,45000
821,42,1,4,5,12,14,7,12,2022,2,2021,1,34500
